09733469		0.0918	0.0118	0.0223872	0.0223872	1
09427201		0.0052	0.0852	0.00794328	0.00794328	0
09427201		0.0852	0.0052	0.0251189	0.0251189	1
09339680		0.021	0.101	0.00707946	0.00707946	0
09339680		0.101	0.021	0.0223872	0.0223872	1
08930252		0.0054	0.0854	0.00707946	0.00707946	0
08930252		0.0854	0.0054	0.0223872	0.0223872	1
10070303		0.0056	0.0856	0.00446684	0.00446684	0
10070303		0.0856	0.0056	0.0141254	0.0141254	1
09254242		0.0134	0.0934	0.00562341	0.00562341	0
09254242		0.0934	0.0134	0.0177828	0.0177828	1
09733973		0.0128	0.0928	0.00707946	0.00707946	0
09733973		0.0928	0.0128	0.0223872	0.0223872	1
09463364		0.0116	0.0916	0.00501187	0.00501187	0
09463364		0.0916	0.0116	0.0158489	0.0158489	1
08927871		0.0192	0.0992	0.00794328	0.00794328	0
08927871		0.0992	0.0192	0.0251189	0.0251189	1
