00817996		0.0208	0.1008	0.00891251	0.00891251	0
00817996		0.1008	0.0208	0.0281838	0.0281838	1
09466495		0.0178	0.0978	0.00501187	0.00501187	0
09466495		0.0978	0.0178	0.0158489	0.0158489	1
08818151		0.0152	0.0952	0.00891251	0.00891251	0
08818151		0.0952	0.0152	0.0281838	0.0281838	1
09497862		0.0174	0.0974	0.00354813	0.00354813	0
09497862		0.0974	0.0174	0.0112202	0.0112202	1
08988081		0.021	0.101	0.00398107	0.00398107	0
08988081		0.101	0.021	0.0125893	0.0125893	1
09475273		0.0154	0.0954	0.00446684	0.00446684	0
09475273		0.0954	0.0154	0.0141254	0.0141254	1
09742344		0.0096	0.0896	0.00630957	0.00630957	0
09742344		0.0896	0.0096	0.0199526	0.0199526	1
09019243		0.0136	0.0936	0.00891251	0.00891251	0
09019243		0.0936	0.0136	0.0281838	0.0281838	1
09488111		0.0072	0.0872	0.00398107	0.00398107	0
09488111		0.0872	0.0072	0.0125893	0.0125893	1
09476253		0.0156	0.0956	0.00446684	0.00446684	0
09476253		0.0956	0.0156	0.0141254	0.0141254	1
09685952		0.0154	0.0954	0.00398107	0.00398107	0
09685952		0.0954	0.0154	0.0125893	0.0125893	1
09441719		0.0084	0.0884	0.00630957	0.00630957	0
09441719		0.0884	0.0084	0.0199526	0.0199526	1
09456040		0.013	0.093	0.00562341	0.00562341	0
09456040		0.093	0.013	0.0177828	0.0177828	1
09433236		0.0114	0.0914	0.00707946	0.00707946	0
09433236		0.0914	0.0114	0.0223872	0.0223872	1
09271066		0.007	0.087	0.00446684	0.00446684	0
09271066		0.087	0.007	0.0141254	0.0141254	1
09712585		0.01	0.09	0.00891251	0.00891251	0
09712585		0.09	0.01	0.0281838	0.0281838	1
09181466		0.0078	0.0878	0.00398107	0.00398107	0
09181466		0.0878	0.0078	0.0125893	0.0125893	1
09473238		0.0114	0.0914	0.00446684	0.00446684	0
09473238		0.0914	0.0114	0.0141254	0.0141254	1
08774129		0.0108	0.0908	0.00446684	0.00446684	0
08774129		0.0908	0.0108	0.0141254	0.0141254	1
09701681		0.0082	0.0882	0.01	0.01	0
09701681		0.0882	0.0082	0.0316228	0.0316228	1
09676392		0.0176	0.0976	0.00446684	0.00446684	0
09676392		0.0976	0.0176	0.0141254	0.0141254	1
08619638		0.0126	0.096	0.00891251	0.00891251	0
08619638		0.096	0.0126	0.0281838	0.0281838	1
08324841		0.0132	0.0932	0.00794328	0.00794328	0
08324841		0.0932	0.0132	0.0251189	0.0251189	1
09484736		0.0122	0.0922	0.00398107	0.00398107	0
09484736		0.0922	0.0122	0.0125893	0.0125893	1
09763881		0.0126	0.0926	0.00501187	0.00501187	0
09763881		0.0926	0.0126	0.0158489	0.0158489	1
09456287		0.0174	0.0974	0.00562341	0.00562341	0
09456287		0.0974	0.0174	0.0177828	0.0177828	1
08893080		0.011	0.091	0.00354813	0.00354813	0
08893080		0.091	0.011	0.0112202	0.0112202	1
09468013		0.0076	0.0876	0.00501187	0.00501187	0
09468013		0.0876	0.0076	0.0158489	0.0158489	1
09740333		0.0056	0.0856	0.00630957	0.00630957	0
09740333		0.0856	0.0056	0.0199526	0.0199526	1
10242007		0.0064	0.0864	0.00630957	0.00630957	0
10242007		0.0864	0.0064	0.0199526	0.0199526	1
10306081		0.017	0.097	0.01	0.01	0
10306081		0.097	0.017	0.0316228	0.0316228	1
09294091		0.013	0.093	0.00354813	0.00354813	0
09294091		0.093	0.013	0.0112202	0.0112202	1
09465031		0.0112	0.0912	0.00501187	0.00501187	0
09465031		0.0912	0.0112	0.0158489	0.0158489	1
09509381		0.0212	0.1012	0.01	0.01	0
09509381		0.1012	0.0212	0.0316228	0.0316228	1
09921681		0.0082	0.0882	0.00794328	0.00794328	0
09921681		0.0882	0.0082	0.0251189	0.0251189	1
08888833		0.0116	0.0916	0.00398107	0.00398107	0
08888833		0.0916	0.0116	0.0125893	0.0125893	1
08665010		0.007	0.087	0.00501187	0.00501187	0
08665010		0.087	0.007	0.0158489	0.0158489	1
09140123		0.0052	0.0852	0.00630957	0.00630957	0
09140123		0.0852	0.0052	0.0199526	0.0199526	1
09477756		0.0162	0.0962	0.00446684	0.00446684	0
09477756		0.0962	0.0162	0.0141254	0.0141254	1
10035834		0.0118	0.0918	0.00707946	0.00707946	0
10035834		0.0918	0.0118	0.0223872	0.0223872	1
09257110		0.007	0.087	0.00562341	0.00562341	0
09257110		0.087	0.007	0.0177828	0.0177828	1
09684328		0.0106	0.0906	0.00398107	0.00398107	0
09684328		0.0906	0.0106	0.0125893	0.0125893	1
09511563		0.008	0.088	0.00891251	0.00891251	0
09511563		0.088	0.008	0.0281838	0.0281838	1
09235566		0.016	0.096	0.00707946	0.00707946	0
09235566		0.096	0.016	0.0223872	0.0223872	1
09493671		0.0122	0.0922	0.00354813	0.00354813	0
09493671		0.0922	0.0122	0.0112202	0.0112202	1
09158855		0.016	0.096	0.00562341	0.00562341	0
09158855		0.096	0.016	0.0177828	0.0177828	1
09737090		0.019	0.099	0.00707946	0.00707946	0
09737090		0.099	0.019	0.0223872	0.0223872	1
09629157		0.0164	0.0964	0.00794328	0.00794328	0
09629157		0.0964	0.0164	0.0251189	0.0251189	1
09694901		0.0052	0.0852	0.00354813	0.00354813	0
09694901		0.0852	0.0052	0.0112202	0.0112202	1
09176390		0.0176	0.0976	0.00446684	0.00446684	0
09176390		0.0976	0.0176	0.0141254	0.0141254	1
09544607		0.0064	0.0864	0.00630957	0.00630957	0
09544607		0.0864	0.0064	0.0199526	0.0199526	1
10300881		0.0066	0.0866	0.01	0.01	0
10300881		0.0866	0.0066	0.0316228	0.0316228	1
09316566		0.018	0.098	0.00891251	0.00891251	0
09316566		0.098	0.018	0.0281838	0.0281838	1
09510401		0.0052	0.0852	0.00891251	0.00891251	0
09510401		0.0852	0.0052	0.0281838	0.0281838	1
09454586		0.014	0.094	0.00562341	0.00562341	0
09454586		0.094	0.014	0.0177828	0.0177828	1
07206267		0.0174	0.0974	0.01	0.01	0
07206267		0.0974	0.0174	0.0316228	0.0316228	1
09391207		0.0064	0.0864	0.00354813	0.00354813	0
09391207		0.0864	0.0064	0.0112202	0.0112202	1
05916305		0.006	0.086	0.00891251	0.00891251	0
05916305		0.086	0.006	0.0281838	0.0281838	1
09746439		0.0128	0.0928	0.00630957	0.00630957	0
09746439		0.0928	0.0128	0.0199526	0.0199526	1
09157972		0.0194	0.0994	0.00562341	0.00562341	0
09157972		0.0994	0.0194	0.0177828	0.0177828	1
08592501		0.0052	0.0852	0.00354813	0.00354813	0
08592501		0.0852	0.0052	0.0112202	0.0112202	1
09479660		0.017	0.097	0.00446684	0.00446684	0
09479660		0.097	0.017	0.0141254	0.0141254	1
09161228		0.0074	0.0874	0.00501187	0.00501187	0
09161228		0.0874	0.0074	0.0158489	0.0158489	1
09166963		0.0176	0.0976	0.00501187	0.00501187	0
09166963		0.0976	0.0176	0.0158489	0.0158489	1
08306877		0.0186	0.0986	0.01	0.01	0
08306877		0.0986	0.0186	0.0316228	0.0316228	1
08991855		0.0086	0.0886	0.00354813	0.00354813	0
08991855		0.0886	0.0086	0.0112202	0.0112202	1
09587969		0.0188	0.0988	0.00398107	0.00398107	0
09587969		0.0988	0.0188	0.0125893	0.0125893	1
10327576		0.02	0.1	0.00794328	0.00794328	0
10327576		0.1	0.02	0.0251189	0.0251189	1
09749187		0.0224	0.1024	0.00630957	0.00630957	0
09749187		0.1024	0.0224	0.0199526	0.0199526	1
06369855		0.016	0.098	0.00501187	0.00501187	0
06369855		0.098	0.016	0.0158489	0.0158489	1
09424504		0.0058	0.0858	0.00794328	0.00794328	0
09424504		0.0858	0.0058	0.0251189	0.0251189	1
09438726		0.0102	0.0902	0.00707946	0.00707946	0
09438726		0.0902	0.0102	0.0223872	0.0223872	1
09746099		0.017	0.099	0.00630957	0.00630957	0
09746099		0.099	0.017	0.0199526	0.0199526	1
09653228		0.0106	0.0906	0.00562341	0.00562341	0
09653228		0.0906	0.0106	0.0177828	0.0177828	1
09703101		0.0052	0.0852	0.01	0.01	0
09703101		0.0852	0.0052	0.0316228	0.0316228	1
10147691		0.0202	0.1002	0.00630957	0.00630957	0
10147691		0.1002	0.0202	0.0199526	0.0199526	1
09660143		0.0052	0.0852	0.00501187	0.00501187	0
09660143		0.0852	0.0052	0.0158489	0.0158489	1
10307273		0.0194	0.0994	0.01	0.01	0
10307273		0.0994	0.0194	0.0316228	0.0316228	1
09101390		0.0076	0.09	0.01	0.01	0
09101390		0.09	0.0076	0.0316228	0.0316228	1
09412662		0.0102	0.0902	0.00891251	0.00891251	0
09412662		0.0902	0.0102	0.0281838	0.0281838	1
09051694		0.0082	0.094	0.00562341	0.00562341	0
09051694		0.094	0.0082	0.0177828	0.0177828	1
09816585		0.018	0.098	0.00891251	0.00891251	0
09816585		0.098	0.018	0.0281838	0.0281838	1
05419875		0.02	0.1	0.00891251	0.00891251	0
05419875		0.1	0.02	0.0281838	0.0281838	1
09588191		0.0212	0.1012	0.00398107	0.00398107	0
09588191		0.1012	0.0212	0.0125893	0.0125893	1
09652744		0.0104	0.0904	0.00562341	0.00562341	0
09652744		0.0904	0.0104	0.0177828	0.0177828	1
10345256		0.0154	0.0954	0.00630957	0.00630957	0
10345256		0.0954	0.0154	0.0199526	0.0199526	1
09183167		0.0112	0.0912	0.00398107	0.00398107	0
09183167		0.0912	0.0112	0.0125893	0.0125893	1
09663690		0.0122	0.0922	0.00501187	0.00501187	0
09663690		0.0922	0.0122	0.0158489	0.0158489	1
09243097		0.011	0.097	0.00630957	0.00630957	0
09243097		0.097	0.011	0.0199526	0.0199526	1
09145842		0.0134	0.0934	0.00630957	0.00630957	0
09145842		0.0934	0.0134	0.0199526	0.0199526	1
06313957		0.0128	0.0928	0.00891251	0.00891251	0
06313957		0.0928	0.0128	0.0281838	0.0281838	1
09601147		0.0072	0.0872	0.01	0.01	0
09601147		0.0872	0.0072	0.0316228	0.0316228	1
09498494		0.0218	0.1018	0.00354813	0.00354813	0
09498494		0.1018	0.0218	0.0112202	0.0112202	1
09434283		0.0134	0.0934	0.00707946	0.00707946	0
09434283		0.0934	0.0134	0.0223872	0.0223872	1
09431101		0.0052	0.0852	0.00707946	0.00707946	0
09431101		0.0852	0.0052	0.0223872	0.0223872	1
09608184		0.0212	0.1012	0.01	0.01	0
09608184		0.1012	0.0212	0.0316228	0.0316228	1
09492879		0.0106	0.0906	0.00354813	0.00354813	0
09492879		0.0906	0.0106	0.0112202	0.0112202	1
09440721		0.0064	0.0864	0.00630957	0.00630957	0
09440721		0.0864	0.0064	0.0199526	0.0199526	1
09142495		0.0098	0.095	0.00630957	0.00630957	0
09142495		0.095	0.0098	0.0199526	0.0199526	1
09478175		0.02	0.1	0.00446684	0.00446684	0
09478175		0.1	0.02	0.0141254	0.0141254	1
09733469		0.0118	0.0918	0.00707946	0.00707946	0
